group,image,true_species,predicted_species,top_score,second_species,second_score,margin,correct
known,pterois_volitans_0016.jpg,pterois_volitans,pterois_volitans,0.9717150727907816,sphyraena_barracuda,0.7348334391911825,0.23688163359959913,True
known,pterois_volitans_0017.jpg,pterois_volitans,pterois_volitans,0.9470608631769816,diodon_hystrix,0.7485294739405314,0.1985313892364502,True
known,pterois_volitans_0019.jpg,pterois_volitans,pterois_volitans,0.9737640619277954,sphyraena_barracuda,0.7559945384661356,0.2177695234616598,True
known,pterois_volitans_0023.jpg,pterois_volitans,pterois_volitans,0.973551074663798,sphyraena_barracuda,0.7423598567644755,0.2311912178993225,True
known,pterois_volitans_0024.jpg,pterois_volitans,pterois_volitans,0.9667837222417196,sphyraena_barracuda,0.7057016889254252,0.2610820333162944,True
known,pterois_volitans_0029.jpg,pterois_volitans,pterois_volitans,0.9794461925824484,sphyraena_barracuda,0.7572800715764364,0.22216612100601196,True
known,pterois_volitans_0033.jpg,pterois_volitans,pterois_volitans,0.9634977380434672,diodon_hystrix,0.7592335343360901,0.20426420370737708,True
known,sparisoma_viride_0001.jpg,sparisoma_viride,sparisoma_viride,0.9585291147232056,acanthurus_coeruleus,0.7961689432462057,0.16236017147699988,True
known,sparisoma_viride_0003.jpg,sparisoma_viride,sparisoma_viride,0.9817411104838053,acanthurus_coeruleus,0.8743999799092611,0.1073411305745442,True
known,sparisoma_viride_0005.jpg,sparisoma_viride,sparisoma_viride,0.7860816915829977,acanthurus_bahianus,0.7543719609578451,0.03170973062515259,True
known,sparisoma_viride_0008.jpg,sparisoma_viride,sparisoma_viride,0.8653284112612406,acanthurus_coeruleus,0.8374860485394796,0.027842362721760994,True
known,sparisoma_viride_0010.jpg,sparisoma_viride,acanthurus_coeruleus,0.8085224429766337,sparisoma_viride,0.7892520030339559,0.019270439942677742,False
known,sparisoma_viride_0028.jpg,sparisoma_viride,sparisoma_viride,0.8795184890429179,acanthurus_coeruleus,0.7907174626986185,0.08880102634429932,True
known,sparisoma_viride_0035.jpg,sparisoma_viride,sparisoma_viride,0.9038629730542501,pomacanthus_paru,0.7387553652127584,0.1651076078414917,True
known,sparisoma_viride_0036.jpg,sparisoma_viride,sparisoma_viride,0.9034918745358785,acanthurus_coeruleus,0.8105713526407877,0.09292052189509081,True
known,sparisoma_viride_0046.jpg,sparisoma_viride,sparisoma_viride,0.9571257630983988,acanthurus_coeruleus,0.8271685242652893,0.1299572388331095,True
known,sparisoma_viride_0050.jpg,sparisoma_viride,sparisoma_viride,0.9023426373799642,sphyraena_barracuda,0.8007722695668539,0.10157036781311035,True
known,sphyraena_barracuda_0003.jpg,sphyraena_barracuda,sphyraena_barracuda,0.8977563381195068,pterois_volitans,0.7371979753176371,0.16055836280186975,True
known,sphyraena_barracuda_0013.jpg,sphyraena_barracuda,sphyraena_barracuda,0.8256502946217855,gymnothorax_funebris,0.7298878828684489,0.09576241175333666,True
known,sphyraena_barracuda_0015.jpg,sphyraena_barracuda,sphyraena_barracuda,0.9404751857121786,sparisoma_viride,0.7758861184120178,0.16458906730016076,True
known,sphyraena_barracuda_0020.jpg,sphyraena_barracuda,acanthurus_coeruleus,0.8067418138186137,sphyraena_barracuda,0.7969512144724528,0.009790599346160889,False
known,sphyraena_barracuda_0023.jpg,sphyraena_barracuda,sphyraena_barracuda,0.8929409186045328,pterois_volitans,0.7412811319033304,0.1516597867012024,True
known,sphyraena_barracuda_0025.jpg,sphyraena_barracuda,sphyraena_barracuda,0.9162256121635437,sparisoma_viride,0.7839219570159912,0.1323036551475525,True
known,sphyraena_barracuda_0030.jpg,sphyraena_barracuda,sphyraena_barracuda,0.8777226209640503,gymnothorax_funebris,0.7139439384142557,0.16377868254979455,True
known,sphyraena_barracuda_0031.jpg,sphyraena_barracuda,sphyraena_barracuda,0.8464751640955607,sparisoma_viride,0.7303131222724915,0.11616204182306922,True
known,sphyraena_barracuda_0042.jpg,sphyraena_barracuda,sphyraena_barracuda,0.894772489865621,sparisoma_viride,0.8613883852958679,0.03338410456975305,True
known,sphyraena_barracuda_0047.jpg,sphyraena_barracuda,sphyraena_barracuda,0.9141565163930258,sparisoma_viride,0.8457111716270447,0.06844534476598108,True
unknown,chelonia_mydas_001.jpg,chelonia_mydas,acanthurus_coeruleus,0.7696471412976583,sparisoma_viride,0.7604115207990011,0.009235620498657227,False
unknown,chelonia_mydas_002.jpg,chelonia_mydas,acanthurus_coeruleus,0.7401335835456848,diodon_hystrix,0.7298868099848429,0.010246773560841915,False
unknown,chelonia_mydas_003.jpg,chelonia_mydas,pterois_volitans,0.8164016008377075,acanthurus_coeruleus,0.8076669573783875,0.008734643459320068,False
unknown,chelonia_mydas_004.jpg,chelonia_mydas,sphyraena_barracuda,0.7819997469584147,sparisoma_viride,0.778804620107015,0.0031951268513996656,False
unknown,chelonia_mydas_005.jpg,chelonia_mydas,pterois_volitans,0.7927038669586182,sphyraena_barracuda,0.7900671561559042,0.002636710802713993,False
unknown,chelonia_mydas_006.jpg,chelonia_mydas,pterois_volitans,0.7881996432940165,sparisoma_viride,0.7708955804506937,0.017304062843322754,False
unknown,chelonia_mydas_007.jpg,chelonia_mydas,pterois_volitans,0.7919493317604065,sparisoma_viride,0.7902300556500753,0.0017192761103311804,False
unknown,chelonia_mydas_008.jpg,chelonia_mydas,pterois_volitans,0.8034335176150004,sphyraena_barracuda,0.7851951519648234,0.018238365650177002,False
unknown,chelonia_mydas_009.jpg,chelonia_mydas,sphyraena_barracuda,0.7362892031669617,gymnothorax_funebris,0.6811111370722452,0.05517806609471643,False
unknown,chelonia_mydas_010.jpg,chelonia_mydas,sparisoma_viride,0.7955620884895325,acanthurus_coeruleus,0.7881642580032349,0.007397830486297607,False
unknown,ginglymostoma_cirratum_001.jpg,ginglymostoma_cirratum,sphyraena_barracuda,0.7984773715337118,gymnothorax_funebris,0.7388549049695333,0.05962246656417847,False
unknown,ginglymostoma_cirratum_002.jpg,ginglymostoma_cirratum,gymnothorax_funebris,0.7145969470342001,sphyraena_barracuda,0.7139253616333008,0.0006715854008992883,False
unknown,ginglymostoma_cirratum_003.jpg,ginglymostoma_cirratum,gymnothorax_funebris,0.7577808896700541,sphyraena_barracuda,0.7306476831436157,0.027133206526438358,False
unknown,ginglymostoma_cirratum_004.jpg,ginglymostoma_cirratum,gymnothorax_funebris,0.7465226451555887,diodon_hystrix,0.7316059072812399,0.014916737874348884,False
unknown,ginglymostoma_cirratum_005.jpg,ginglymostoma_cirratum,gymnothorax_funebris,0.7894601424535116,sphyraena_barracuda,0.7501099507013956,0.03935019175211596,False
unknown,ginglymostoma_cirratum_006.jpg,ginglymostoma_cirratum,sphyraena_barracuda,0.7860809961954752,gymnothorax_funebris,0.740943193435669,0.04513780275980628,False
unknown,ginglymostoma_cirratum_007.jpg,ginglymostoma_cirratum,gymnothorax_funebris,0.7679170370101929,sphyraena_barracuda,0.7260320981343588,0.04188493887583411,False
unknown,ginglymostoma_cirratum_008.jpg,ginglymostoma_cirratum,sphyraena_barracuda,0.803106685479482,gymnothorax_funebris,0.789817730585734,0.01328895489374804,False
unknown,ginglymostoma_cirratum_009.jpg,ginglymostoma_cirratum,gymnothorax_funebris,0.7976251244544983,sphyraena_barracuda,0.7791364789009094,0.018488645553588867,False
unknown,ginglymostoma_cirratum_010.jpg,ginglymostoma_cirratum,sphyraena_barracuda,0.802699069182078,diodon_hystrix,0.7360619306564331,0.0666371385256449,False
unknown,haemulon_flavolineatum_001.jpg,haemulon_flavolineatum,acanthurus_coeruleus,0.7749720613161722,acanthurus_bahianus,0.762076179186503,0.01289588212966919,False
unknown,haemulon_flavolineatum_002.jpg,haemulon_flavolineatum,acanthurus_coeruleus,0.7781898379325867,sparisoma_viride,0.7697875698407491,0.008402268091837528,False
unknown,haemulon_flavolineatum_003.jpg,haemulon_flavolineatum,gymnothorax_funebris,0.7627373735109965,acanthurus_coeruleus,0.7596602837244669,0.003077089786529541,False
unknown,haemulon_flavolineatum_004.jpg,haemulon_flavolineatum,acanthurus_coeruleus,0.8421982129414877,sparisoma_viride,0.804037868976593,0.03816034396489465,False
unknown,haemulon_flavolineatum_005.jpg,haemulon_flavolineatum,acanthurus_coeruleus,0.7945253451665243,sparisoma_viride,0.7791691025098165,0.015356242656707764,False
unknown,haemulon_flavolineatum_006.jpg,haemulon_flavolineatum,acanthurus_coeruleus,0.8088518778483073,sparisoma_viride,0.7950370907783508,0.013814787069956425,False
unknown,haemulon_flavolineatum_007.jpg,haemulon_flavolineatum,acanthurus_coeruleus,0.8323959906895956,sparisoma_viride,0.8143447438875834,0.0180512468020122,False
unknown,haemulon_flavolineatum_008.jpg,haemulon_flavolineatum,acanthurus_coeruleus,0.8743418256441752,holacanthus_ciliaris,0.8546567757924398,0.01968504985173536,False
unknown,haemulon_flavolineatum_009.jpg,haemulon_flavolineatum,acanthurus_coeruleus,0.8092842300732931,acanthurus_bahianus,0.7919384439786276,0.017345786094665527,False
unknown,haemulon_flavolineatum_010.jpg,haemulon_flavolineatum,acanthurus_coeruleus,0.8122141162554423,sparisoma_viride,0.7968364357948303,0.015377680460611942,False
unknown,hippocampus_erectus_001.jpg,hippocampus_erectus,pterois_volitans,0.6811145146687826,sphyraena_barracuda,0.6424101988474528,0.03870431582132983,False
unknown,hippocampus_erectus_002.jpg,hippocampus_erectus,pterois_volitans,0.6846334536870321,sphyraena_barracuda,0.6569512685139974,0.027682185173034668,False
unknown,hippocampus_erectus_003.jpg,hippocampus_erectus,pterois_volitans,0.6892230908075968,acanthurus_bahianus,0.662765900293986,0.02645719051361084,False
unknown,hippocampus_erectus_004.jpg,hippocampus_erectus,pterois_volitans,0.6832657059033712,lactophrys_triqueter,0.6525801618893942,0.03068554401397705,False
unknown,hippocampus_erectus_005.jpg,hippocampus_erectus,pterois_volitans,0.7035812139511108,acanthurus_bahianus,0.6775920589764913,0.02598915497461951,False
unknown,hippocampus_erectus_006.jpg,hippocampus_erectus,pterois_volitans,0.6998059153556824,acanthurus_coeruleus,0.6761466860771179,0.023659229278564453,False
unknown,hippocampus_erectus_007.jpg,hippocampus_erectus,gymnothorax_funebris,0.6869046886761984,pterois_volitans,0.6789655288060507,0.007939159870147705,False
unknown,hippocampus_erectus_008.jpg,hippocampus_erectus,pterois_volitans,0.7341830730438232,sparisoma_viride,0.6802197893460592,0.05396328369776404,False
unknown,hippocampus_erectus_009.jpg,hippocampus_erectus,pterois_volitans,0.7017337083816528,acanthurus_bahianus,0.645892878373464,0.055840830008188846,False
unknown,hippocampus_erectus_010.jpg,hippocampus_erectus,pterois_volitans,0.6897799173990885,lactophrys_triqueter,0.6621941924095154,0.027585724989573124,False
unknown,octopus_briareus_001.jpg,octopus_briareus,gymnothorax_funebris,0.7311475276947021,acanthurus_coeruleus,0.7219026883443197,0.00924483935038245,False
unknown,octopus_briareus_002.jpg,octopus_briareus,pterois_volitans,0.7762587269147238,gymnothorax_funebris,0.7512357234954834,0.025023003419240353,False
unknown,octopus_briareus_003.jpg,octopus_briareus,gymnothorax_funebris,0.7425290942192078,lactophrys_triqueter,0.7150252262751261,0.02750386794408166,False
unknown,octopus_briareus_004.jpg,octopus_briareus,gymnothorax_funebris,0.7461757659912109,diodon_hystrix,0.7072541912396749,0.038921574751536014,False
unknown,octopus_briareus_005.jpg,octopus_briareus,gymnothorax_funebris,0.7834787567456564,acanthurus_coeruleus,0.7797755002975464,0.0037032564481099817,False
unknown,octopus_briareus_006.jpg,octopus_briareus,gymnothorax_funebris,0.7485796213150024,acanthurus_coeruleus,0.746270497639974,0.002309123675028446,False
unknown,octopus_briareus_007.jpg,octopus_briareus,gymnothorax_funebris,0.7566010554631551,diodon_hystrix,0.7050007780392965,0.05160027742385864,False
unknown,octopus_briareus_008.jpg,octopus_briareus,gymnothorax_funebris,0.7528429428736368,pterois_volitans,0.7072080373764038,0.045634905497233036,False
unknown,octopus_briareus_009.jpg,octopus_briareus,gymnothorax_funebris,0.6936021844546,sparisoma_viride,0.6606917182604471,0.03291046619415283,False
unknown,octopus_briareus_010.jpg,octopus_briareus,gymnothorax_funebris,0.7571654717127482,diodon_hystrix,0.737281084060669,0.019884387652079227,False
