filename,species_label,scientific_name,taxon_id,observation_id,photo_id,observed_on,latitude,longitude,photo_url,license
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0018.jpg,pterois_volitans,Pterois volitans,47280,388137116,710832143,2026-07-18,16.3282935956,-86.4999053148,https://inaturalist-open-data.s3.amazonaws.com/photos/710832143/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0019.jpg,pterois_volitans,Pterois volitans,47280,388094165,710744849,2026-07-09,22.638745,121.4794883333,https://inaturalist-open-data.s3.amazonaws.com/photos/710744849/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0020.jpg,pterois_volitans,Pterois volitans,47280,388093804,710744204,2026-07-09,22.638745,121.4794883333,https://inaturalist-open-data.s3.amazonaws.com/photos/710744204/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0021.jpg,pterois_volitans,Pterois volitans,47280,388090587,710737469,2026-07-09,22.638745,121.4794883333,https://inaturalist-open-data.s3.amazonaws.com/photos/710737469/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0022.jpg,pterois_volitans,Pterois volitans,47280,387959634,710477438,2026-08-03,12.2009849468,-68.3178304885,https://inaturalist-open-data.s3.amazonaws.com/photos/710477438/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0023.jpg,pterois_volitans,Pterois volitans,47280,387937445,710420961,2026-05-28,14.4615949178,-60.9121347013,https://inaturalist-open-data.s3.amazonaws.com/photos/710420961/large.jpg,cc-by
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0024.jpg,pterois_volitans,Pterois volitans,47280,387823014,710154868,2010-10-30,-0.9107,130.6079,https://inaturalist-open-data.s3.amazonaws.com/photos/710154868/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0025.jpg,pterois_volitans,Pterois volitans,47280,387571778,709720312,2026-08-02,4.2507047883,118.6310070452,https://inaturalist-open-data.s3.amazonaws.com/photos/709720312/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0026.jpg,pterois_volitans,Pterois volitans,47280,387558586,709688228,2025-05-03,-8.2786335,115.5966361,https://inaturalist-open-data.s3.amazonaws.com/photos/709688228/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0027.jpg,pterois_volitans,Pterois volitans,47280,387405577,709403207,2026-08-01,20.3707383333,-87.025025,https://inaturalist-open-data.s3.amazonaws.com/photos/709403207/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0028.jpg,pterois_volitans,Pterois volitans,47280,387398417,709387427,2024-07-10,10.1697267,-75.6568053159,https://inaturalist-open-data.s3.amazonaws.com/photos/709387427/large.jpg,cc-by
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0029.jpg,pterois_volitans,Pterois volitans,47280,387373056,709332239,2026-08-01,28.4058751679,129.4967432346,https://inaturalist-open-data.s3.amazonaws.com/photos/709332239/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0030.jpg,pterois_volitans,Pterois volitans,47280,387057614,708712098,2026-07-29,19.3837727909,-81.4173769511,https://inaturalist-open-data.s3.amazonaws.com/photos/708712098/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0031.jpg,pterois_volitans,Pterois volitans,47280,386907763,708445504,2026-07-31,12.1241798469,-68.972235025,https://inaturalist-open-data.s3.amazonaws.com/photos/708445504/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0032.jpg,pterois_volitans,Pterois volitans,47280,386907376,708444594,2026-07-31,12.2346169316,-69.1032493436,https://inaturalist-open-data.s3.amazonaws.com/photos/708444594/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0033.jpg,pterois_volitans,Pterois volitans,47280,386907350,708444523,2026-07-31,12.3140977211,-69.152201872,https://inaturalist-open-data.s3.amazonaws.com/photos/708444523/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0034.jpg,pterois_volitans,Pterois volitans,47280,386895574,708418108,2026-07-30,16.1642825124,-61.3787117161,https://inaturalist-open-data.s3.amazonaws.com/photos/708418108/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0035.jpg,pterois_volitans,Pterois volitans,47280,386895546,708405316,2026-07-25,15.950894345,-61.7102423421,https://inaturalist-open-data.s3.amazonaws.com/photos/708405316/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0036.jpg,pterois_volitans,Pterois volitans,47280,386845614,708327076,2026-07-31,-27.4738102323,153.4154625993,https://inaturalist-open-data.s3.amazonaws.com/photos/708327076/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0037.jpg,pterois_volitans,Pterois volitans,47280,386837887,708311755,2026-07-06,1.4807975545,125.2521107115,https://static.inaturalist.org/photos/708311755/large.jpg,
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0038.jpg,pterois_volitans,Pterois volitans,47280,386821418,708279225,2026-06-28,1.6053361395,124.7674497943,https://static.inaturalist.org/photos/708279225/large.jpg,
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0039.jpg,pterois_volitans,Pterois volitans,47280,386815845,708270082,2026-07-30,-32.1379744085,115.7442251698,https://inaturalist-open-data.s3.amazonaws.com/photos/708270082/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0040.jpg,pterois_volitans,Pterois volitans,47280,386788883,708217706,2026-07-31,12.3237304971,-69.1557235767,https://inaturalist-open-data.s3.amazonaws.com/photos/708217706/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0041.jpg,pterois_volitans,Pterois volitans,47280,386788782,708217414,2026-07-31,12.2634954376,-69.1262649917,https://inaturalist-open-data.s3.amazonaws.com/photos/708217414/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0042.jpg,pterois_volitans,Pterois volitans,47280,386784026,708206979,2017-10-25,-28.1964935803,153.578708476,https://inaturalist-open-data.s3.amazonaws.com/photos/708206979/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0043.jpg,pterois_volitans,Pterois volitans,47280,386678385,707974889,2026-07-12,9.9837079498,123.3704413658,https://inaturalist-open-data.s3.amazonaws.com/photos/707974889/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0044.jpg,pterois_volitans,Pterois volitans,47280,386630234,707915081,2026-07-24,20.5737644415,-87.1173397824,https://inaturalist-open-data.s3.amazonaws.com/photos/707915081/large.jpg,cc-by
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0045.jpg,pterois_volitans,Pterois volitans,47280,386520909,707708789,2026-07-22,-14.8874263359,145.6981014596,https://static.inaturalist.org/photos/707708789/large.jpg,
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0046.jpg,pterois_volitans,Pterois volitans,47280,386510210,707688099,2026-07-17,-14.8874263359,145.6981014596,https://static.inaturalist.org/photos/707688099/large.jpg,
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0047.jpg,pterois_volitans,Pterois volitans,47280,386464760,707595481,2026-07-07,-16.0800253981,-145.7149985909,https://static.inaturalist.org/photos/707595481/large.jpg,
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0048.jpg,pterois_volitans,Pterois volitans,47280,386421148,707512168,2026-07-27,18.009981498,-63.0064653625,https://inaturalist-open-data.s3.amazonaws.com/photos/707512168/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0049.jpg,pterois_volitans,Pterois volitans,47280,386336580,707351877,2026-07-24,12.341205,-69.1527555,https://inaturalist-open-data.s3.amazonaws.com/photos/707351877/large.jpg,cc-by-nc
data\ground_species_dataset\raw\pterois_volitans\pterois_volitans_0050.jpg,pterois_volitans,Pterois volitans,47280,386326527,707326492,2026-07-22,19.236409,-96.07056,https://inaturalist-open-data.s3.amazonaws.com/photos/707326492/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0001.jpg,sparisoma_viride,Sparisoma viride,112867,389387307,713241978,2015-12-12,24.5484806,-81.4059137,https://inaturalist-open-data.s3.amazonaws.com/photos/713241978/large.jpg,cc-by-nc-nd
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0002.jpg,sparisoma_viride,Sparisoma viride,112867,389215476,712915551,2026-08-05,18.4570250065,-66.0802755877,https://static.inaturalist.org/photos/712915551/large.jpg,
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0003.jpg,sparisoma_viride,Sparisoma viride,112867,388851525,712225831,2026-08-01,25.1218296047,-80.278452558,https://inaturalist-open-data.s3.amazonaws.com/photos/712225831/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0004.jpg,sparisoma_viride,Sparisoma viride,112867,388827478,712177550,2026-07-24,25.1378412436,-80.2888943498,https://static.inaturalist.org/photos/712177550/large.jpg,
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0005.jpg,sparisoma_viride,Sparisoma viride,112867,388827406,712165784,2026-07-24,25.137839819,-80.2888943498,https://static.inaturalist.org/photos/712165784/large.jpg,
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0006.jpg,sparisoma_viride,Sparisoma viride,112867,388827362,712159961,2026-07-24,25.1376780833,-80.2891407778,https://static.inaturalist.org/photos/712159961/large.jpg,
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0007.jpg,sparisoma_viride,Sparisoma viride,112867,388793675,712110983,2024-09-16,12.1671535609,-68.287914531,https://inaturalist-open-data.s3.amazonaws.com/photos/712110983/large.jpg,cc-by
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0008.jpg,sparisoma_viride,Sparisoma viride,112867,388768516,712063471,2026-08-06,12.462766484,-69.9685184449,https://static.inaturalist.org/photos/712063471/large.jpg,
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0009.jpg,sparisoma_viride,Sparisoma viride,112867,388742600,712013734,2026-08-01,25.1363681912,-80.2928653119,https://inaturalist-open-data.s3.amazonaws.com/photos/712013734/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0010.jpg,sparisoma_viride,Sparisoma viride,112867,388503400,610755835,2026-01-02,16.2749791549,-86.6021581374,https://inaturalist-open-data.s3.amazonaws.com/photos/610755835/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0011.jpg,sparisoma_viride,Sparisoma viride,112867,388297966,711142644,2026-05-13,19.2899633333,-81.38395,https://static.inaturalist.org/photos/711142644/large.jpg,
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0012.jpg,sparisoma_viride,Sparisoma viride,112867,388261890,711072952,2026-08-03,24.7269344298,-77.783818716,https://static.inaturalist.org/photos/711072952/large.jpg,
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0013.jpg,sparisoma_viride,Sparisoma viride,112867,388164655,710885327,2026-08-02,25.0892122946,-80.4037038982,https://inaturalist-open-data.s3.amazonaws.com/photos/710885327/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0014.jpg,sparisoma_viride,Sparisoma viride,112867,388078693,710711526,2026-08-01,25.110213,-80.305996,https://inaturalist-open-data.s3.amazonaws.com/photos/710711526/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0015.jpg,sparisoma_viride,Sparisoma viride,112867,388071614,710694721,2026-07-31,25.123612,-80.296929,https://inaturalist-open-data.s3.amazonaws.com/photos/710694721/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0016.jpg,sparisoma_viride,Sparisoma viride,112867,388048204,710653471,2026-08-03,25.1232388333,-80.2969366667,https://static.inaturalist.org/photos/710653471/large.jpg,
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0017.jpg,sparisoma_viride,Sparisoma viride,112867,387916445,710374755,2025-07-21,11.2506643128,-74.2219840445,https://inaturalist-open-data.s3.amazonaws.com/photos/710374755/large.jpg,cc-by
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0018.jpg,sparisoma_viride,Sparisoma viride,112867,387711204,709988795,2026-07-30,16.5953648365,-88.0881170248,https://inaturalist-open-data.s3.amazonaws.com/photos/709988795/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0019.jpg,sparisoma_viride,Sparisoma viride,112867,387689233,709928081,2026-05-29,11.2506643128,-74.2219840445,https://inaturalist-open-data.s3.amazonaws.com/photos/709928081/large.jpg,cc-by
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0020.jpg,sparisoma_viride,Sparisoma viride,112867,387627163,709824687,2026-05-01,11.2081192928,-74.2329580716,https://inaturalist-open-data.s3.amazonaws.com/photos/709824687/large.jpg,cc-by
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0021.jpg,sparisoma_viride,Sparisoma viride,112867,387627154,709817974,2026-05-01,11.2081192928,-74.2329580716,https://inaturalist-open-data.s3.amazonaws.com/photos/709817974/large.jpg,cc-by
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0022.jpg,sparisoma_viride,Sparisoma viride,112867,387580051,709681589,2026-05-04,11.3287082559,-74.1095615662,https://inaturalist-open-data.s3.amazonaws.com/photos/709681589/large.jpg,cc-by
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0023.jpg,sparisoma_viride,Sparisoma viride,112867,387564967,709706779,2023-01-28,26.7852963556,-80.0425152622,https://static.inaturalist.org/photos/709706779/large.jpg,
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0024.jpg,sparisoma_viride,Sparisoma viride,112867,387535398,709651041,2026-07-31,25.092893096,-80.3177398556,https://inaturalist-open-data.s3.amazonaws.com/photos/709651041/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0025.jpg,sparisoma_viride,Sparisoma viride,112867,387532650,709646264,2026-08-01,25.1118449179,-80.3052001074,https://inaturalist-open-data.s3.amazonaws.com/photos/709646264/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0026.jpg,sparisoma_viride,Sparisoma viride,112867,387530135,709640858,2026-08-01,25.1118449179,-80.3052001074,https://inaturalist-open-data.s3.amazonaws.com/photos/709640858/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0027.jpg,sparisoma_viride,Sparisoma viride,112867,387528136,709637425,2026-08-02,25.1105142923,-80.3030566871,https://inaturalist-open-data.s3.amazonaws.com/photos/709637425/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0028.jpg,sparisoma_viride,Sparisoma viride,112867,387525901,709633335,2026-08-02,25.1442346231,-80.3209753907,https://inaturalist-open-data.s3.amazonaws.com/photos/709633335/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0029.jpg,sparisoma_viride,Sparisoma viride,112867,387524609,709630982,2026-07-31,25.0954940487,-80.3077927992,https://inaturalist-open-data.s3.amazonaws.com/photos/709630982/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0030.jpg,sparisoma_viride,Sparisoma viride,112867,387524447,709630599,2026-08-01,25.1112972597,-80.3003997365,https://inaturalist-open-data.s3.amazonaws.com/photos/709630599/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0031.jpg,sparisoma_viride,Sparisoma viride,112867,387524423,709630544,2026-08-01,25.0587093711,-80.396894668,https://inaturalist-open-data.s3.amazonaws.com/photos/709630544/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0032.jpg,sparisoma_viride,Sparisoma viride,112867,387522781,709627335,2015-01-04,25.1292524666,-80.3140719009,https://inaturalist-open-data.s3.amazonaws.com/photos/709627335/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0033.jpg,sparisoma_viride,Sparisoma viride,112867,387521709,709625654,2026-07-31,25.0626699325,-80.363126787,https://inaturalist-open-data.s3.amazonaws.com/photos/709625654/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0034.jpg,sparisoma_viride,Sparisoma viride,112867,387513098,709610678,2026-08-01,24.9285820855,-80.5648436574,https://inaturalist-open-data.s3.amazonaws.com/photos/709610678/large.jpg,cc-by
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0035.jpg,sparisoma_viride,Sparisoma viride,112867,387414585,709421067,2026-08-01,25.0892790644,-80.3443564656,https://inaturalist-open-data.s3.amazonaws.com/photos/709421067/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0036.jpg,sparisoma_viride,Sparisoma viride,112867,387406676,709405200,2026-08-01,25.1321081667,-80.2939866667,https://inaturalist-open-data.s3.amazonaws.com/photos/709405200/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0037.jpg,sparisoma_viride,Sparisoma viride,112867,387398693,709388817,2026-08-01,25.1101833333,-80.3036883333,https://inaturalist-open-data.s3.amazonaws.com/photos/709388817/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0038.jpg,sparisoma_viride,Sparisoma viride,112867,387371404,709336469,2026-08-01,25.1107278333,-80.3015133333,https://static.inaturalist.org/photos/709336469/large.jpg,
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0039.jpg,sparisoma_viride,Sparisoma viride,112867,387344687,709283586,2026-08-01,25.1102055,-80.3035283333,https://inaturalist-open-data.s3.amazonaws.com/photos/709283586/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0040.jpg,sparisoma_viride,Sparisoma viride,112867,387302973,709201719,2017-06-22,12.2213794847,-68.3269518852,https://inaturalist-open-data.s3.amazonaws.com/photos/709201719/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0041.jpg,sparisoma_viride,Sparisoma viride,112867,387251505,709102411,2026-08-01,25.0429792647,-80.3912737126,https://inaturalist-open-data.s3.amazonaws.com/photos/709102411/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0042.jpg,sparisoma_viride,Sparisoma viride,112867,387241300,709082750,2026-08-01,25.1300445,-80.293495,https://inaturalist-open-data.s3.amazonaws.com/photos/709082750/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0043.jpg,sparisoma_viride,Sparisoma viride,112867,387240358,709080762,2026-08-01,26.782354702,-80.0413935137,https://inaturalist-open-data.s3.amazonaws.com/photos/709080762/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0044.jpg,sparisoma_viride,Sparisoma viride,112867,387181277,708970488,2026-08-01,25.1472214956,-80.2578233339,https://inaturalist-open-data.s3.amazonaws.com/photos/708970488/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0045.jpg,sparisoma_viride,Sparisoma viride,112867,387170486,708949488,2026-07-31,25.1362638333,-80.2900866667,https://static.inaturalist.org/photos/708949488/large.jpg,
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0046.jpg,sparisoma_viride,Sparisoma viride,112867,387152963,708915639,2026-07-31,25.1362638333,-80.2900866667,https://static.inaturalist.org/photos/708915639/large.jpg,
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0047.jpg,sparisoma_viride,Sparisoma viride,112867,387067907,708748540,2026-07-31,25.1387861667,-80.2947783333,https://inaturalist-open-data.s3.amazonaws.com/photos/708748540/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0048.jpg,sparisoma_viride,Sparisoma viride,112867,387058634,708723244,2024-09-16,12.1671535609,-68.287914531,https://inaturalist-open-data.s3.amazonaws.com/photos/708723244/large.jpg,cc-by
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0049.jpg,sparisoma_viride,Sparisoma viride,112867,387009469,708634931,2026-07-31,25.1074534067,-80.3258416245,https://inaturalist-open-data.s3.amazonaws.com/photos/708634931/large.jpg,cc-by-nc
data\ground_species_dataset\raw\sparisoma_viride\sparisoma_viride_0050.jpg,sparisoma_viride,Sparisoma viride,112867,386976437,708574479,2026-07-31,25.1394055,-80.2945866667,https://inaturalist-open-data.s3.amazonaws.com/photos/708574479/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0001.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,389387265,713241653,2015-12-12,24.5484806,-81.4059137,https://inaturalist-open-data.s3.amazonaws.com/photos/713241653/large.jpg,cc-by-nc-nd
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0002.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,389202869,712886210,2026-08-07,24.6278896177,-82.8757078492,https://inaturalist-open-data.s3.amazonaws.com/photos/712886210/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0003.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,389088030,712664179,2026-08-07,20.3706783309,-87.0249800842,https://inaturalist-open-data.s3.amazonaws.com/photos/712664179/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0004.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388960499,712445946,2023-07-07,13.3310825719,-81.3545878545,https://inaturalist-open-data.s3.amazonaws.com/photos/712445946/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0005.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388917347,712357001,2026-08-01,25.1073,-80.305996,https://inaturalist-open-data.s3.amazonaws.com/photos/712357001/large.jpg,cc-by-nc
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0006.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388866246,712254869,2004-06-20,18.0986620796,-87.9990318418,https://inaturalist-open-data.s3.amazonaws.com/photos/712254869/large.jpg,cc-by-nc-sa
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0007.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388827444,712173595,2026-07-24,25.1376780833,-80.2891407778,https://static.inaturalist.org/photos/712173595/large.jpg,
data\ground_species_dataset\raw\acanthurus_coeruleus\acanthurus_coeruleus_0008.jpg,acanthurus_coeruleus,Acanthurus coeruleus,121196,388827396,712164692,2026-07-24,25.1377038413,-80.2891732996,https://static.inaturalist.org/photos/712164692/large.jpg,
